"","Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Fruit","Operation","Product Type","Product Details","Domain","Chemical_Info","Chemical_Product_Number","Value","CV (%)","Measurement","Acre_Info","Organic_Status","Fertilizer_Status"
"8395","CENSUS",2019,"YEAR","STATE","IDAHO",16,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,100,38.9,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8396","CENSUS",2019,"YEAR","STATE","ILLINOIS",17,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","ACRES HARVESTED","ORGANIC STATUS",NA,NA,NA,NA,NA,NA,"(NOP USDA CERTIFIED)",NA
"8397","CENSUS",2019,"YEAR","STATE","ILLINOIS",17,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS",NA,NA,2,24.6,NA,NA,"(NOP USDA CERTIFIED)",NA
"8398","CENSUS",2019,"YEAR","STATE","ILLINOIS",17,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,2,24.6,NA,NA,"(NOP USDA CERTIFIED)",NA
"8399","CENSUS",2019,"YEAR","STATE","ILLINOIS",17,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","PRODUCTION","ORGANIC STATUS",NA,NA,NA,NA,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8400","CENSUS",2019,"YEAR","STATE","ILLINOIS",17,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,NA,NA,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8401","CENSUS",2019,"YEAR","STATE","ILLINOIS",17,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,NA,NA,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8402","CENSUS",2019,"YEAR","STATE","ILLINOIS",17,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,2,24.6,NA,NA,"(NOP USDA CERTIFIED)",NA
"8403","CENSUS",2019,"YEAR","STATE","ILLINOIS",17,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,NA,NA,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8404","CENSUS",2019,"YEAR","STATE","ILLINOIS",17,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,NA,NA,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8405","CENSUS",2019,"YEAR","STATE","INDIANA",18,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","ACRES HARVESTED","ORGANIC STATUS",NA,NA,11,61.3,NA,NA,"(NOP USDA CERTIFIED)",NA
"8406","CENSUS",2019,"YEAR","STATE","INDIANA",18,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS",NA,NA,5,24.6,NA,NA,"(NOP USDA CERTIFIED)",NA
"8407","CENSUS",2019,"YEAR","STATE","INDIANA",18,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,5,24.6,NA,NA,"(NOP USDA CERTIFIED)",NA
"8408","CENSUS",2019,"YEAR","STATE","INDIANA",18,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","PRODUCTION","ORGANIC STATUS",NA,NA,288,56.2,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8409","CENSUS",2019,"YEAR","STATE","INDIANA",18,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,128882,59.9,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8410","CENSUS",2019,"YEAR","STATE","INDIANA",18,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,288,56.2,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8411","CENSUS",2019,"YEAR","STATE","INDIANA",18,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,5,24.6,NA,NA,"(NOP USDA CERTIFIED)",NA
"8412","CENSUS",2019,"YEAR","STATE","INDIANA",18,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,128882,59.9,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8413","CENSUS",2019,"YEAR","STATE","INDIANA",18,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,288,56.2,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8414","CENSUS",2019,"YEAR","STATE","IOWA",19,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","ACRES HARVESTED","ORGANIC STATUS",NA,NA,NA,NA,NA,NA,"(NOP USDA CERTIFIED)",NA
"8415","CENSUS",2019,"YEAR","STATE","IOWA",19,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS",NA,NA,8,38,NA,NA,"(NOP USDA CERTIFIED)",NA
"8416","CENSUS",2019,"YEAR","STATE","IOWA",19,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,8,38,NA,NA,"(NOP USDA CERTIFIED)",NA
"8417","CENSUS",2019,"YEAR","STATE","IOWA",19,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","PRODUCTION","ORGANIC STATUS",NA,NA,70,59.2,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8418","CENSUS",2019,"YEAR","STATE","IOWA",19,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,32295,66.6,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8419","CENSUS",2019,"YEAR","STATE","IOWA",19,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,70,59.2,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8420","CENSUS",2019,"YEAR","STATE","IOWA",19,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,8,38,NA,NA,"(NOP USDA CERTIFIED)",NA
"8421","CENSUS",2019,"YEAR","STATE","IOWA",19,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,32295,66.6,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8422","CENSUS",2019,"YEAR","STATE","IOWA",19,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,70,59.2,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8423","CENSUS",2019,"YEAR","STATE","KANSAS",20,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","ACRES HARVESTED","ORGANIC STATUS",NA,NA,NA,NA,NA,NA,"(NOP USDA CERTIFIED)",NA
"8424","CENSUS",2019,"YEAR","STATE","KANSAS",20,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS",NA,NA,1,69.8,NA,NA,"(NOP USDA CERTIFIED)",NA
"8425","CENSUS",2019,"YEAR","STATE","KANSAS",20,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,1,69.8,NA,NA,"(NOP USDA CERTIFIED)",NA
"8426","CENSUS",2019,"YEAR","STATE","KANSAS",20,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","PRODUCTION","ORGANIC STATUS",NA,NA,NA,NA,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8427","CENSUS",2019,"YEAR","STATE","KANSAS",20,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,NA,NA,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8428","CENSUS",2019,"YEAR","STATE","KANSAS",20,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,NA,NA,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8429","CENSUS",2019,"YEAR","STATE","KANSAS",20,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,1,69.8,NA,NA,"(NOP USDA CERTIFIED)",NA
"8430","CENSUS",2019,"YEAR","STATE","KANSAS",20,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,NA,NA,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8431","CENSUS",2019,"YEAR","STATE","KANSAS",20,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,NA,NA,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8432","CENSUS",2019,"YEAR","STATE","KENTUCKY",21,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","ACRES HARVESTED","ORGANIC STATUS",NA,NA,1,94.6,NA,NA,"(NOP USDA CERTIFIED)",NA
"8433","CENSUS",2019,"YEAR","STATE","KENTUCKY",21,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS",NA,NA,4,43.9,NA,NA,"(NOP USDA CERTIFIED)",NA
"8434","CENSUS",2019,"YEAR","STATE","KENTUCKY",21,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,4,43.9,NA,NA,"(NOP USDA CERTIFIED)",NA
"8435","CENSUS",2019,"YEAR","STATE","KENTUCKY",21,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","PRODUCTION","ORGANIC STATUS",NA,NA,40,94.1,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8436","CENSUS",2019,"YEAR","STATE","KENTUCKY",21,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,12387,75.2,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8437","CENSUS",2019,"YEAR","STATE","KENTUCKY",21,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,40,94.1,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8438","CENSUS",2019,"YEAR","STATE","KENTUCKY",21,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,4,43.9,NA,NA,"(NOP USDA CERTIFIED)",NA
"8439","CENSUS",2019,"YEAR","STATE","KENTUCKY",21,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,12387,75.2,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8440","CENSUS",2019,"YEAR","STATE","KENTUCKY",21,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,40,94.1,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8441","CENSUS",2019,"YEAR","STATE","LOUISIANA",22,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","ACRES HARVESTED","ORGANIC STATUS",NA,NA,NA,NA,NA,NA,"(NOP USDA CERTIFIED)",NA
"8442","CENSUS",2019,"YEAR","STATE","LOUISIANA",22,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS",NA,NA,1,30.4,NA,NA,"(NOP USDA CERTIFIED)",NA
"8443","CENSUS",2019,"YEAR","STATE","LOUISIANA",22,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,1,30.4,NA,NA,"(NOP USDA CERTIFIED)",NA
"8444","CENSUS",2019,"YEAR","STATE","LOUISIANA",22,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","PRODUCTION","ORGANIC STATUS",NA,NA,NA,NA,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8445","CENSUS",2019,"YEAR","STATE","LOUISIANA",22,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,NA,NA,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8446","CENSUS",2019,"YEAR","STATE","LOUISIANA",22,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,NA,NA,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8447","CENSUS",2019,"YEAR","STATE","LOUISIANA",22,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,1,30.4,NA,NA,"(NOP USDA CERTIFIED)",NA
"8448","CENSUS",2019,"YEAR","STATE","LOUISIANA",22,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,NA,NA,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8449","CENSUS",2019,"YEAR","STATE","LOUISIANA",22,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,NA,NA,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8450","CENSUS",2019,"YEAR","STATE","MAINE",23,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","ACRES HARVESTED","ORGANIC STATUS",NA,NA,5,36.7,NA,NA,"(NOP USDA CERTIFIED)",NA
"8451","CENSUS",2019,"YEAR","STATE","MAINE",23,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS",NA,NA,19,15.7,NA,NA,"(NOP USDA CERTIFIED)",NA
"8452","CENSUS",2019,"YEAR","STATE","MAINE",23,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,19,15.7,NA,NA,"(NOP USDA CERTIFIED)",NA
"8453","CENSUS",2019,"YEAR","STATE","MAINE",23,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","PRODUCTION","ORGANIC STATUS",NA,NA,168,33.3,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8454","CENSUS",2019,"YEAR","STATE","MAINE",23,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,62472,35.4,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8455","CENSUS",2019,"YEAR","STATE","MAINE",23,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,168,33.4,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8456","CENSUS",2019,"YEAR","STATE","MAINE",23,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,19,15.7,NA,NA,"(NOP USDA CERTIFIED)",NA
"8457","CENSUS",2019,"YEAR","STATE","MAINE",23,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,62472,36,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8458","CENSUS",2019,"YEAR","STATE","MAINE",23,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,168,33.8,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8459","CENSUS",2019,"YEAR","STATE","MARYLAND",24,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","ACRES HARVESTED","ORGANIC STATUS",NA,NA,4,36.7,NA,NA,"(NOP USDA CERTIFIED)",NA
"8460","CENSUS",2019,"YEAR","STATE","MARYLAND",24,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS",NA,NA,13,15.7,NA,NA,"(NOP USDA CERTIFIED)",NA
"8461","CENSUS",2019,"YEAR","STATE","MARYLAND",24,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,13,15.7,NA,NA,"(NOP USDA CERTIFIED)",NA
"8462","CENSUS",2019,"YEAR","STATE","MARYLAND",24,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","PRODUCTION","ORGANIC STATUS",NA,NA,158,33.3,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8463","CENSUS",2019,"YEAR","STATE","MARYLAND",24,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,50234,35.4,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8464","CENSUS",2019,"YEAR","STATE","MARYLAND",24,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,158,33.4,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8465","CENSUS",2019,"YEAR","STATE","MARYLAND",24,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,13,15.7,NA,NA,"(NOP USDA CERTIFIED)",NA
"8466","CENSUS",2019,"YEAR","STATE","MARYLAND",24,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,NA,NA,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8467","CENSUS",2019,"YEAR","STATE","MARYLAND",24,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,NA,NA,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8468","CENSUS",2019,"YEAR","STATE","MARYLAND",24,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,2,99.5,NA,NA,"(NOP USDA CERTIFIED)",NA
"8469","CENSUS",2019,"YEAR","STATE","MARYLAND",24,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,NA,NA,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8470","CENSUS",2019,"YEAR","STATE","MARYLAND",24,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,NA,NA,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8471","CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","ACRES HARVESTED","ORGANIC STATUS",NA,NA,14,36.7,NA,NA,"(NOP USDA CERTIFIED)",NA
"8472","CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS",NA,NA,14,15.7,NA,NA,"(NOP USDA CERTIFIED)",NA
"8473","CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,14,15.7,NA,NA,"(NOP USDA CERTIFIED)",NA
"8474","CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","PRODUCTION","ORGANIC STATUS",NA,NA,485,33.3,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8475","CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,144129,35.4,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8476","CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,485,33.4,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8477","CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,14,15.7,NA,NA,"(NOP USDA CERTIFIED)",NA
"8478","CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,144129,36,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8479","CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,485,33.8,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8480","CENSUS",2019,"YEAR","STATE","MICHIGAN",26,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","ACRES HARVESTED","ORGANIC STATUS",NA,NA,11,61.3,NA,NA,"(NOP USDA CERTIFIED)",NA
"8481","CENSUS",2019,"YEAR","STATE","MICHIGAN",26,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS",NA,NA,30,24.6,NA,NA,"(NOP USDA CERTIFIED)",NA
"8482","CENSUS",2019,"YEAR","STATE","MICHIGAN",26,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,30,24.6,NA,NA,"(NOP USDA CERTIFIED)",NA
"8483","CENSUS",2019,"YEAR","STATE","MICHIGAN",26,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","PRODUCTION","ORGANIC STATUS",NA,NA,435,56.2,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8484","CENSUS",2019,"YEAR","STATE","MICHIGAN",26,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,NA,NA,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8485","CENSUS",2019,"YEAR","STATE","MICHIGAN",26,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,435,56.2,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8486","CENSUS",2019,"YEAR","STATE","MICHIGAN",26,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,30,24.6,NA,NA,"(NOP USDA CERTIFIED)",NA
"8487","CENSUS",2019,"YEAR","STATE","MICHIGAN",26,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,NA,NA,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8488","CENSUS",2019,"YEAR","STATE","MICHIGAN",26,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,435,56.2,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8489","CENSUS",2019,"YEAR","STATE","MINNESOTA",27,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","ACRES HARVESTED","ORGANIC STATUS",NA,NA,NA,NA,NA,NA,"(NOP USDA CERTIFIED)",NA
"8490","CENSUS",2019,"YEAR","STATE","MINNESOTA",27,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS",NA,NA,13,37.8,NA,NA,"(NOP USDA CERTIFIED)",NA
"8491","CENSUS",2019,"YEAR","STATE","MINNESOTA",27,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,13,37.8,NA,NA,"(NOP USDA CERTIFIED)",NA
"8492","CENSUS",2019,"YEAR","STATE","MINNESOTA",27,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","PRODUCTION","ORGANIC STATUS",NA,NA,73,47.9,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8493","CENSUS",2019,"YEAR","STATE","MINNESOTA",27,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,29986,55,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8494","CENSUS",2019,"YEAR","STATE","MINNESOTA",27,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,73,47.9,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8495","CENSUS",2019,"YEAR","STATE","MINNESOTA",27,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,13,37.8,NA,NA,"(NOP USDA CERTIFIED)",NA
"8496","CENSUS",2019,"YEAR","STATE","MINNESOTA",27,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,29986,55,"MEASURED IN $",NA,"(NOP USDA CERTIFIED)",NA
"8497","CENSUS",2019,"YEAR","STATE","MINNESOTA",27,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","SALES","ORGANIC STATUS",NA,NA,73,47.9,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
"8498","CENSUS",2019,"YEAR","STATE","MISSOURI",29,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","ACRES HARVESTED","ORGANIC STATUS",NA,NA,NA,NA,NA,NA,"(NOP USDA CERTIFIED)",NA
"8499","CENSUS",2019,"YEAR","STATE","MISSOURI",29,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS",NA,NA,1,24.6,NA,NA,"(NOP USDA CERTIFIED)",NA
"8500","CENSUS",2019,"YEAR","STATE","MISSOURI",29,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS",NA,NA,1,24.6,NA,NA,"(NOP USDA CERTIFIED)",NA
"8501","CENSUS",2019,"YEAR","STATE","MISSOURI",29,NA,NA,NA,NA,"STRAWBERRIES",NA,"ORGANIC","PRODUCTION","ORGANIC STATUS",NA,NA,NA,NA,"MEASURED IN CWT",NA,"(NOP USDA CERTIFIED)",NA
